Name,X,Y,Z
Djilak,111.31,-171.72,-0.44
Djinajeri,103.38,-1.97,112.91
Djinaura,-91.03,-36.75,-60.56
Djinba,-118.38,-48.28,-63.00
Djinbin,128.97,-20.25,-64.34
Djira,181.81,-132.78,31.78
Djirahgwe,-130.47,38.69,80.03
Djiraja,172.63,-54.47,65.91
Djiratians,124.94,-138.50,64.09
Djirbalngan,-62.75,-61.00,111.44
Djiruach,130.88,-106.63,-73.56
Djirupatha,-7.28,70.53,-135.25
Djiwa,80.84,-147.03,137.13
Djiwal,119.53,-0.13,-41.06
Djiwali,58.16,37.69,99.28
Djiwar,-8.91,-33.69,56.97
Djowen,57.03,-203.34,-44.59
Djowenet,37.69,-23.97,117.00
Djuhti,-6.81,92.66,24.81
Djuhty,-17.84,-131.38,-32.19
DK Leonis,24.91,61.16,-36.19
DK Ursae Majoris,-48.97,66.03,-63.94
DN Draconis,-27.09,21.63,0.78
Dobunn,-55.25,5.25,118.56
Docleachi,76.97,-2.94,21.16
Dogoneja,77.47,-1.13,119.78
Dohkwibur,109.72,16.88,-95.97
Dohkwithi,-63.34,148.22,10.25
Dolanque,109.16,65.28,-3.19
Domawilata,100.69,-120.31,142.16
Domocast,41.69,-134.03,129.28
Domoira,10.03,111.13,-83.22
Domoirene,-22.97,79.75,41.84
Domoth,33.06,-127.00,-42.47
Domotwa,47.00,42.97,23.66
Domovoi,-44.00,80.25,-83.22
Don,-38.13,-51.78,28.53
DON 680,57.72,-10.34,56.31
Dong Ku,10.34,-4.38,138.03
Dong Wang,57.34,-121.00,140.78
Dongasa,110.25,-26.88,91.75
Dongat,101.75,-161.81,140.59
Dongkum,-17.88,-11.75,-90.44
Donglavs,-28.94,-179.38,-22.81
Dongones,77.78,-178.78,4.28
Dongzi,61.66,-93.72,-14.03
Doolona,114.28,-166.41,108.19
Doolonii,-30.97,-73.75,174.91
Doquiatec,136.91,-64.19,-81.88
Doris,-38.88,69.03,-13.38
Dount,153.97,-43.28,-42.00
Dountes,-111.34,99.06,13.31
Dounthiassi,107.59,-156.00,78.63
Dountidi,103.91,4.63,19.78
DP Camelopardalis,-50.88,20.22,-76.97
DP Draconis,-17.50,25.97,-11.38
DR Crucis,83.25,8.03,53.34
Dragese,-33.34,-113.19,90.25
Draguan Nu,-70.06,-81.88,-73.03
Draguti,42.41,-174.38,154.28
Draualang,91.19,65.16,-38.41
Draudirawah,199.31,-121.38,62.00
Draunetes,-39.72,-77.31,-141.69
Draur,-69.63,-7.44,150.56
Drevelli,110.44,27.84,-138.16
Drevlya Mu,-142.03,-112.53,-18.66
Drevlyada,-40.91,-35.44,86.34
Drevlyan,-121.19,49.31,-123.75
DS Leonis,10.25,34.88,-12.34
DT Virginis,6.94,35.03,6.22
Du Shama,-64.78,8.28,82.63
Du Shamitra,78.44,-102.53,80.84
Du Shas,141.84,-87.38,21.44
Du Shenge,-43.56,17.31,-69.84
Duamta,2.19,6.63,-7.00
Duberdicus,21.38,-85.00,47.25
Dubhe,-46.47,96.09,-60.94
Dubiaku,82.44,120.06,83.38
Duc Babal,143.38,-192.38,-31.97
Duc Bari,38.38,108.03,-55.28
Ducat,43.50,9.59,-80.94
Dudugara,-107.81,-59.22,-101.97
Duduninke,77.63,57.84,118.19
Duduseklis,48.38,-78.34,-16.41
Dugnais,145.13,-99.97,-48.66
Dugnates,-2.78,35.66,117.72
Dugnatlehi,75.34,-204.63,-61.75
Dulerce,49.03,25.69,-73.00
Dulla,-7.28,60.44,60.63
Dulos,29.00,-71.34,45.50
Duloskitoke,90.13,-38.47,-3.97
Dumni,22.50,-198.81,-42.00
Dumnites,138.22,-120.25,-22.06
Dumnon,-0.56,-17.38,107.03
Dumnona,-16.44,4.78,52.66
Durga,44.69,55.19,14.50
Durgeth,109.81,-122.06,126.44
Durinn,6.97,66.75,-73.56
Durius,-5.38,-86.31,52.75
Duro,117.34,-119.06,153.00
Durojin,-83.53,-18.94,73.25
Durok,-99.31,-43.03,118.94
Duronese,66.56,-146.44,1.59
Duroua,46.06,-183.41,81.94
Durya Po,69.56,108.59,28.38
Duryampas,99.78,-103.19,121.91
Duulngandi,19.22,158.47,4.53
Duulngari,175.66,-106.78,5.16
Duwali,-96.09,30.16,19.72
Duwar,-141.03,-57.13,87.00
Duwaredari,62.81,-52.00,-1.56
Dvorotri,-129.63,39.41,-91.28
Dvorsi,77.59,-96.56,7.31
Dvoruba,9.56,-1.78,-34.28
DW Camelopardalis,-62.63,34.81,-85.81
DX 1217,7.50,32.13,-0.66
DX 799,-22.97,12.31,-17.91
Dxui,97.38,-160.38,11.88
Dyaus,41.09,-182.69,4.78
Dyaushibi,112.88,-20.75,-33.03
Dyava,132.72,-18.09,-101.56
Dyavansana,-80.38,147.59,19.72
Dyavareldi,123.91,-11.69,80.09
Dyavata,24.78,19.75,116.53
Dyestla,109.38,-143.34,65.47
Dyin,35.06,-175.56,-2.16
Dyindumasci,83.16,-50.22,-51.66
Dyingia,-6.63,-163.50,-80.88
Dyinyinga,138.69,-104.19,79.06
Dyr,90.72,-24.75,-7.50
Dzacab,108.53,52.78,60.78
DzacaliTem,104.50,-110.94,-83.09
Dzacamaich,93.66,-167.69,122.56
Dzacani,-30.28,-126.22,68.81
Dzacara,116.31,-137.22,-21.56
Dzalak Mani,98.91,-191.28,110.63
DzaliTemu,79.47,-18.81,20.81
Dziban,-62.16,38.47,-14.31
Dziewong Bo,103.19,117.97,-19.47
Dziva,-99.09,105.09,46.03
Dzivaruba,170.59,-26.44,57.31
Dzivatae,118.00,-99.56,-39.75
Dzoavit,130.84,-9.69,56.41
e Geminorum,33.66,11.50,-83.91
Eban,146.97,-61.81,72.81
Ebana,151.66,-14.94,-15.03
Ebandii,124.56,-101.28,-67.94
Ebanji,-25.47,87.75,-129.66
Ebisopiac,-93.41,-110.16,85.97
Ebisu,69.69,-78.31,-130.94
Ebor,-30.72,-49.69,-113.81
Eborai,7.25,-32.41,116.56
Eburnakura,92.38,-85.22,66.66
Eburnatiate,-26.53,-136.97,-32.03
Edanditis,71.66,-33.69,72.31
Ededleen,93.06,41.44,82.31
Edenaiwan,115.50,101.00,-13.88
Edenapel,6.19,7.34,39.22
Edene,105.50,21.59,109.94
Edenses,14.47,-3.44,-104.38
Edensu,205.66,-166.28,86.25
Edenwi,-50.75,-169.84,-70.03
Edin,27.19,-43.97,-12.22
Edindui,-7.31,56.75,98.81
Edinia,-39.59,-38.09,103.53
Edinifex,-35.56,22.44,-142.81
Edinura,128.53,-189.56,100.97
EE Leonis,11.28,18.09,-5.56
Eea,12.13,3.16,44.78
Eeyen,101.56,45.22,22.59
Efnisei,-113.56,60.25,74.91
Ega,31.75,17.56,114.09
Egeria,44.31,-31.63,-22.00
EGGR 431,31.69,36.75,-28.41
EGM 559,0.19,-77.78,-3.69
EGM 762,12.38,-79.19,-3.59
EGM 823,10.59,-75.88,-9.03
Egovach,-62.31,-72.06,-15.94
Egovae,61.81,-79.13,32.94
Egovi,55.50,-82.13,174.16
Egunnlod,20.09,123.94,-133.06
Ehecatl,29.59,-42.25,42.13
Ehi,38.59,-33.63,18.22
Ehlanda,115.16,-160.81,75.91
Ehlangai,-51.53,35.16,-46.13
Ehlauneti,-20.63,-113.38,-101.94
Ehwaz,73.09,-110.25,90.50
EI Cancri,6.31,10.13,-12.16
Eingasan,130.09,-121.06,98.75
Eingin,-45.63,-79.50,94.41
Eir,134.13,34.94,-42.13
Eitha,38.84,10.56,152.88
Eitha Di,79.75,28.53,-66.69
Eithure,-82.53,5.91,115.78
Ejagalki,65.94,47.53,90.66
Ejagani,-64.06,117.06,105.09
Ejagarifuna,129.41,-139.06,61.66
Ejagh,-47.34,48.41,67.50
Ejaghaikul,4.75,-73.31,119.59
Ejagham,53.78,-20.38,-23.16
Ejaghan,113.28,47.63,77.13
Ek Zi,128.69,93.63,46.34
Ek Zi Gu,142.56,-84.72,-30.03
Ek Ziyi,-36.91,-177.84,46.78
Ekchucosi,71.22,114.19,76.44
Ekhi,-11.53,-34.69,-37.34
Ekibiogaia,-61.91,-120.44,12.38
Ekibiogama,100.16,84.38,-85.03
Ekoimudji,-42.63,-143.00,18.59
Ekoimunggu,83.38,-16.06,89.56
Ekoimurt,63.06,-68.88,80.53
Ekondalie,43.13,-22.94,-149.91
Ekondhri,110.72,-75.06,112.50
Ekonii,28.63,-236.72,79.03
Ekonir,-37.78,0.53,63.91
Ekono,59.13,-155.16,99.81
Ekur,-119.31,-52.88,-56.16
Ekurninka,-22.88,135.16,59.28
Ekuru,-47.25,-2.75,40.38
El,23.63,-13.06,-41.50
El Tio,36.97,-117.56,25.44
Elaba,86.84,-41.84,118.00
Elata,-82.88,93.09,-89.16
Elbiones,156.00,-37.53,-39.91
Elboong,-122.50,-99.13,88.13
Elboongzi,-122.50,48.34,-95.00
Eledas,153.16,27.94,-9.53
Eledit,-31.63,-123.78,25.69
Eledolyaks,-66.41,125.06,-17.88
Eledonga,99.13,18.28,124.84
Eleges,152.16,-71.59,104.19
Eleu,-29.66,32.69,104.84
Eleumo,45.59,-59.06,61.47
Eleutsi,75.81,17.78,100.31
Elivagar,-34.44,21.56,-93.16
Elli,60.19,-1.03,-6.03
Ellri,67.78,-42.28,59.53
Elphin,-30.13,8.19,-17.00
Elska,-63.88,-10.78,-67.41
Eluscap,-30.03,118.81,-0.66
Eluskapu,-22.81,29.19,-100.88
Elusughna,-69.28,-81.84,-3.91
Elycoch,137.41,57.06,45.34
Elycochos,-71.44,165.22,-15.19
Elycoco,-18.84,-261.66,15.72
Elysia,115.09,-110.53,16.59
Ember,64.22,-139.44,-23.03
Emblandjin,106.84,70.06,52.25
Emblannovii,67.53,-214.00,82.31
Eme,33.72,26.22,4.03
En Kamis,-98.94,57.47,-137.22
En Ku Shun,69.59,-0.56,-83.81
En Kua,-66.00,9.84,-144.81
En Kungu,-60.09,146.34,10.53
En Kunthurs,16.69,-85.22,-99.00
Enawai,94.38,67.34,-83.00
Enawar,-63.75,-78.66,86.28
Enaworka,11.69,-158.22,40.81
Enayex,45.59,-51.91,-39.47
Enbilulu,104.38,-2.16,1.28
Enchimanda,109.06,-26.56,89.28
Endin,128.50,106.59,72.03
Endr,38.91,75.94,-39.03
Enek,37.25,32.72,-87.28
Enekpengyi,-24.53,59.25,120.81
Enet,88.31,-41.63,120.00
Enete,-94.28,-15.25,-21.50
Enetet,27.84,-76.50,-102.69
Enets,-99.34,-80.72,-120.00
Enga,40.72,94.81,-49.31
Englar,-26.63,-96.06,8.31
Enif,-536.59,-363.03,236.19
Enki,-68.06,70.78,-37.78
Enlil,-37.56,39.09,-39.41
Ennead,40.69,-26.59,3.72
Ensoreus,69.16,66.22,69.56
Enuma,82.13,-14.13,-76.13
Enumalis,41.22,116.84,46.72
Eochi,18.25,-250.38,44.09
Eochumlia,30.63,-43.22,88.78
Eorasa,-103.50,-98.94,66.50
Eos,-51.88,16.78,-0.38
Eoti,-6.75,-13.09,142.00
Eotienses,49.50,-104.03,6.31
Eoto,-101.19,44.66,-86.13
Eototari,-97.97,-80.22,-147.34
Eototo,-118.44,18.59,100.41
EP Eridani,3.84,-28.53,-17.66
Epoma,132.06,-59.13,52.19
Epomalinii,-161.34,44.63,1.53
Epomamo,67.03,-44.50,45.09
Epomana,19.41,17.53,123.31
Epomani,-161.72,-50.16,-4.56
Epomatz,-48.03,-137.44,101.09
Epsilon Andromedae,-118.34,-89.78,-69.09
Epsilon Ceti,5.78,-76.22,-43.97
Epsilon Cygni,-70.28,-7.53,17.03
Epsilon Eridani,1.94,-7.75,-6.84
Epsilon Fornacis,34.47,-91.63,-38.03
Epsilon Hydri,100.00,-109.16,33.81
Epsilon Indi,3.13,-8.88,7.13
Epsilon Microscopii,-30.69,-127.53,126.50
Epsilon Monocerotis,53.50,-7.41,-109.72
Epsilon Pavonis,55.09,-54.66,70.81
Epsilon Phoenicis,29.22,-135.56,39.59
Epsilon Scorpii,11.88,6.63,62.22
Epsilon Serpentis,-12.34,46.25,51.66
Epsilon-2 Arae,36.19,-11.72,80.22
EQ Pegasi,-15.44,-12.75,-2.56
Equaesta,-94.41,-93.47,-100.47
Equagei,-161.03,-1.75,-20.59
Equalkuni,98.19,94.69,-30.16
ER 8,37.28,12.66,27.81
Er Lanci,100.13,-183.25,119.53
Er Long,122.06,-131.75,124.78
Er Longs,60.44,-79.34,-64.34
Er Tche,139.66,-15.41,-24.81
Er Tchelis,-22.19,2.28,158.97
Er Tcher,-83.34,139.88,-60.81
Eranin,-22.84,36.53,-1.19
Eravallan,-56.31,47.97,59.16
Eravapa,77.44,-60.78,68.38
Eravarenth,66.84,21.84,27.47
Eravate,-42.44,-3.16,59.66
Eravians,75.28,8.53,-143.50
Eravins,-32.84,-253.97,27.16
Erdi,-2.28,-70.78,113.66
Erh Lohra,80.19,-80.19,-8.72
Erh Longo,-1.06,-7.13,112.13
Erio,30.28,-93.47,88.78
Erisagirari,-8.34,-87.72,1.59
Erisha,125.16,-131.31,78.81
Erishiko,-48.59,86.94,34.03
Eriusas,54.53,29.81,172.56
Erivara,-17.31,-75.16,121.13
Erivia,76.88,-80.59,40.06
Erivit,86.53,35.56,-39.34
Erlaza,28.25,22.59,30.38
Erlik,51.91,-128.56,22.25
Erne,-1.06,-11.81,-41.38
Ernueken,26.72,-41.28,87.13
Ernun,75.69,83.16,-67.31
Ernutef,-46.53,-93.06,1.22
Ernutet,-112.75,74.28,25.44
Esautama,57.41,-43.56,86.81
Esautas,82.38,104.41,60.38
Ese Aibe,42.59,38.47,-127.44
Ese Buj,-11.56,-143.78,-75.47
Ese Eyo,148.13,-71.44,86.44
Eseasa,36.78,-153.94,17.72
Eshu,120.78,-247.19,-16.44
Esien Ming,32.66,69.59,59.59
Esien Zu,160.56,-132.72,-54.84
Eskimori,47.84,12.88,129.56
Eskit,-153.06,6.34,50.94
Eskite,16.28,-138.00,-47.94
Estae,17.94,-62.63,-89.56
Estanatlehi,169.06,-167.84,96.66
Estarna,148.84,-194.28,106.38
Esubii,79.19,-205.22,59.41
Esubilanque,90.66,-78.56,-25.56
Esumaramuxa,83.81,-84.50,133.94
Esumasci,-117.69,-120.44,-8.16
Esumindii,44.88,31.56,56.41
Esuseku,-107.88,29.56,-20.94
Esuvit,-13.19,-1.16,-92.69
Eta Antliae,104.84,28.25,-2.88
Eta Apodis,104.78,-45.06,77.81
Eta Aquarii,-104.19,-124.59,42.56
Eta Cassiopeiae,-16.25,-1.63,-10.56
Eta Cephei,-45.13,9.38,-6.44
Eta Coronae Borealis,-23.78,48.44,21.94
Eta Corvi,36.72,43.03,18.78
Eta Crucis,56.56,-2.69,30.72
Eta Draconis,-69.53,60.28,-2.94
Eta Horologii,79.19,-125.72,2.34
Eta Indi,13.94,-49.34,59.88
Eta Leporis,29.66,-15.00,-35.38
Eta Pyxidis,213.72,37.22,-81.66
Eta Sagittarii,8.09,-26.03,143.34
Eta Scorpii,19.34,-3.69,70.78
Eta Serpentis,-27.59,5.03,53.56
Eta Telescopii,40.75,-70.84,134.34
Eta-1 Pictoris,65.41,-51.69,-16.88
Eta-2 Hydri,132.69,-163.94,58.03
Etain,12.50,35.03,-37.19
Etamin,-132.47,74.88,25.53
Ethen,131.78,2.72,-18.56
Ethere,-92.56,-44.94,27.81
Ethet,43.91,27.19,100.69
Ethgreze,-30.03,72.34,-23.81
Ethli,3.19,-4.66,-83.22
Ethwain,-24.47,131.19,36.28
Etmanei,85.25,-100.84,-74.94
Etmang,-120.13,-91.63,7.47
Etz'nama,155.25,-14.28,-61.84
Etz'nambe,112.69,-158.94,-51.59
Etznab Yu,60.88,-202.38,121.19
Etznabal,75.13,-219.38,-59.38
Etznabi,64.00,-159.63,-67.25
Etznabozo,75.72,114.09,55.03
Euboa,-7.53,-24.16,41.50
Eubuju,-69.47,-97.19,152.63
Euburiates,-145.63,-17.16,-2.88
Eulexia,-3.50,47.16,37.91
Euripus,3.81,16.03,-45.75
Euryale,35.38,-68.97,24.81
Eurybia,51.41,-54.41,-30.50
Evejitaense,-66.25,52.25,-17.78
Evejitaka,-18.81,-63.47,57.06
Evena,9.34,-2.44,96.03
Evenks,-37.50,19.66,-79.34
Evenses,-133.88,54.03,-80.56
Eventiensi,89.50,17.44,-135.03
Eventina,-106.09,-97.94,101.91
Evergreen,-86.69,25.34,-3.31
Evnici,-99.28,-120.25,-71.63
Evnicoano,93.16,8.16,-82.19
Evnike,-146.47,48.59,-19.13
Evnis,64.75,71.22,-163.28
Evnisei,96.59,-163.75,-40.22
Ewah,-129.06,-12.84,-18.00
Ewahillke,-114.13,-43.88,-53.28
Ewahu,160.16,-157.25,78.28
Ewambutsu,83.28,-165.66,23.44
Ewe,-108.88,9.81,43.06
Ewenet,111.66,128.97,54.66
Ewenks,143.69,44.59,-20.56
Exbeur,-35.16,27.84,-33.66
Excessis,25.84,-30.47,-83.47
Exigus,-2.63,38.31,-84.13
Eximo,60.28,-15.31,-68.34
Exioce,78.50,-100.25,16.78
EZ Aquarii,-4.44,-9.31,4.09
Ezerishapa,-99.47,0.94,82.06
Ezerno,-152.97,38.25,37.16
Facece,64.28,-111.44,25.19
Fafnisei,146.38,-114.88,-46.28
Falendal,132.28,-127.00,76.00
Fali,-130.59,43.09,-41.03
Falisci,61.38,-91.06,-14.81
Falitabozo,-117.47,-97.13,87.88
Fall,-68.75,63.19,37.44
Fan Cechehe,-89.34,-108.94,51.84
Fan Chaguti,115.13,-222.16,-42.63
Fan Chau,66.28,18.38,96.22
Fan Gong,-84.66,-100.47,80.59
Fan Kui,-29.38,153.13,-77.97
Fan Naom,-136.31,107.53,4.06
Fan Wen,186.53,-138.28,43.53
Fan Yin,71.00,32.13,-53.03
Fandh,-15.44,-179.94,8.16
Fandi,156.09,-15.13,65.78
Fang,147.72,-218.00,21.50
Farack,-18.91,79.41,-8.94
Faroa,102.09,-157.56,140.56
Faroahy,-39.28,-98.81,68.59
Faroo,-66.66,-124.38,78.63
Faroras,94.44,-93.03,81.72
Faros,148.50,-158.09,110.47
Farowalan,-4.94,-65.78,-98.56
Fasti,36.72,20.19,-22.31
Fates,-54.56,20.75,-62.16
FAUST 2688,62.50,51.44,-11.47
FAUST 3566,7.13,109.91,7.66
FAUST 68,72.34,-89.91,46.59
Fawaol,65.56,-118.16,-10.09
Fedmich,23.88,75.19,35.75
Fei Lin,21.38,-208.13,-22.00
Fei Zu,57.16,36.25,135.31
Feige 22,-16.00,-65.81,-54.53
Feldr,-57.63,14.81,73.06
Felkan,-34.50,-62.91,-42.94
Feng Du,-39.94,-153.91,72.16
Feng Tanga,5.75,-113.13,-67.31
Feng Tu,-114.34,80.56,101.44
Fengai,-108.69,-96.06,24.63
Fengalufon,106.81,4.88,48.53
Fenghus,-126.50,-98.59,-32.13
Fengiri,-98.94,-16.53,75.06
Fengita,-108.53,75.63,-16.00
Fengol,65.66,-155.63,90.50
Fengthi,80.28,-178.53,30.16
Fenricha,-105.16,-78.38,12.31
Fenrichua,-39.31,-95.16,-88.88
Fenrisastya,-121.13,-82.38,49.28
Fer Doira,83.84,-8.53,106.94
Ferenchia,-12.81,-90.06,53.56
Ferez,39.72,32.31,2.09
Fermer,-83.88,-18.69,18.31
Fetill,81.63,49.09,-7.41
Feuma,22.88,78.63,23.59
FF Andromedae,-52.69,-31.69,-31.59
Fianna,28.56,27.34,11.00
Fiden,-57.50,-74.75,-109.13
Fidena,55.97,-75.78,-30.84
Fidenef,38.03,-24.19,-23.56
Fidense,-27.91,62.34,-113.41
Fidenses,42.44,-213.53,76.50
Fimbulwinter,-21.13,-8.69,-100.69
Fincien,-89.25,-25.84,82.66
Findalibila,39.50,-44.06,-30.28
Findbhair,15.59,-2.91,-120.81
Findja,37.63,-81.78,45.72
Finepatis,-76.84,-69.03,136.88
Fintamans,164.78,-21.97,15.34
Fintamkina,6.63,-40.63,130.69
Fintan,13.56,-153.63,-97.16
Finteno,-106.38,-16.22,4.94
Finti,68.16,-38.44,47.72
Fintia,131.28,-121.56,29.22
Fionn,32.50,9.31,-22.75
Firbar,2.53,-141.31,42.38
Firboleche,143.31,38.41,11.66
Firbon,66.72,142.47,-30.84
Firdaus,62.97,-89.56,35.63
Fire Fade,130.81,-164.09,98.56
Fire Flasa,-106.03,-20.31,107.28
Firen,-50.00,-51.94,82.63
Firenses,-88.47,-63.53,31.19
Firey,58.16,-37.78,105.78
Fjorgyn,38.38,-43.72,42.13
FK Aquarii,-9.00,-24.47,11.19
FK5 2550,17.19,22.66,-75.22
Flech,20.13,-10.34,-63.13
Flechankob,20.69,-17.28,-162.84
Flechs,48.50,-147.72,42.00
Flechti,58.03,46.34,81.34
Flectes,91.09,-163.22,90.66
Flesk,34.63,-87.34,16.94
Flousop,-1.63,16.81,4.00
FN Virginis,7.56,24.69,6.16
Fo Hi,41.19,-257.91,60.00
Fo Hsingin,10.28,-5.63,144.94
Folna,53.91,77.94,33.72
Fomalhaut,-3.78,-22.88,9.69
Fomonjekodi,52.19,-20.41,168.06
Fomovithi,-52.16,-34.00,-84.63
Fong Dadia,125.34,72.22,56.13
Fong Wang,58.03,9.66,36.03
Fonga,147.06,3.00,18.13
Fongite,122.16,114.06,-7.69
Fongo,118.63,-79.03,-23.44
Fongzi,-51.59,-34.78,151.41
Forculus,-42.56,-24.03,76.72
Forlog,-52.03,16.34,-82.22
Formanjia,47.09,-95.31,-53.75
Formod,40.72,16.94,140.28
Formorians,-30.75,-32.78,68.47
Formoring,77.22,-222.31,-61.28
Forseti,59.63,-143.88,-47.63
Forsha,-44.41,37.09,-124.00
Forsina,187.34,-146.16,97.53
Fortuna,-17.31,15.88,-54.47
Fotla,64.78,-103.81,43.09
Fotlandjera,168.00,-98.19,-47.56
Fousang,44.13,-0.31,-12.78
Frao,4.13,-148.47,123.75
Frendan,-14.25,29.66,68.66
Frendian,-82.75,1.81,66.06
Freng,-74.94,-10.97,54.13
Frenis,43.28,-119.34,-95.44
Frentani,83.19,-142.41,107.44
Frey,-74.63,-21.63,76.41
Freyan,132.72,-40.56,6.72
Fricassi,80.88,-30.66,18.09
Frigah,119.22,-228.38,62.50
Frigaha,-47.34,-0.16,56.25
Frigenses,116.03,44.00,58.72
Frigga,-132.44,-24.44,37.28
Friggi,84.97,-20.84,-68.97
Friggirawi,-112.22,38.31,-19.88
Frigh,-59.13,-2.78,169.28
Friguda,174.44,-156.94,100.16
Frigur,-4.09,-49.41,80.75
Frog,-41.50,-36.63,57.19
FS 34,-24.81,-37.53,50.50
FT Ceti,-4.44,-64.22,-45.31
FT Piscium,-25.50,-23.69,-16.84
Fu Haiting,-103.00,29.47,-43.44
Fu Haras,162.75,-85.25,11.56
Fu Hsi,126.03,-73.06,-125.19
Fu Huacobad,159.75,-112.50,44.31
Fu Huangaa,52.09,44.66,84.81
Fu Xianses,50.06,-46.69,132.00
Fuambe,205.28,-182.94,61.56
Fuamne,-23.78,117.97,9.50
Fuamnoni,-18.56,-138.28,67.03
Fuelum,52.00,-52.66,49.81
Fugeirones,-22.78,-44.28,56.44
Fugeirs,133.41,8.94,5.78
Fugen Nones,140.97,-1.22,36.25
Fugen Shi,113.41,-177.19,24.38
Fugeniez,4.22,60.13,-67.97
Fugenomo,0.00,103.25,-50.66
Fugeth,83.84,9.31,87.28
Fujin,-6.03,-30.38,-59.03
Fular,4.31,-18.03,-81.25
Fulastobo,3.53,-20.59,111.00
Fullabog,124.91,28.97,103.97
Fullich,-124.00,48.44,60.81
Funj,-37.94,-75.91,-16.25
Funji,-119.06,15.13,-113.25
Funjila,89.53,-93.41,-87.47
Furbaide,-28.56,-10.66,28.81
Furuhjelm I-645,-11.72,92.13,-45.69
Furuhjelm II-432,-5.03,26.41,-81.28
Furuhjelm III-674,-39.00,-8.13,-87.75
Fusang,-12.59,-19.03,39.72
Futeno,-32.72,5.19,166.31
Futes,61.50,-77.81,-20.44
Futhark,75.34,-119.28,46.44
Futhorc,80.56,-122.06,45.09
Fyrly,15.06,-79.78,34.09
G 107-65,-6.59,22.63,-48.06
G 108-26,30.06,0.25,-51.63
G 109-55,7.31,12.22,-37.66
G 113-20,18.78,10.09,-20.75
G 116-72,-3.50,56.88,-44.78
G 121-8,9.19,58.75,-10.59
G 122-60,-11.00,73.47,-22.56
G 123-16,-9.25,79.03,-17.75
G 123-49,-18.91,66.88,-14.78
G 123-7,-9.59,77.19,-18.69
G 125-30,-34.47,2.31,13.97
G 126-31,-48.56,-25.69,16.06
G 130-9,-53.78,-26.09,-18.56
G 138-40,-19.25,31.31,40.03
G 139-21,-17.03,16.88,34.63
G 139-3,-19.91,21.97,30.25
G 139-50,-33.84,22.97,54.25
G 14-6,13.50,30.38,9.06
G 140-9,-31.63,19.34,53.50
G 141-21,-24.88,6.00,26.22
G 141-52,-32.94,19.06,30.13
G 146-5,-7.38,53.94,-43.03
G 148-13,-0.41,27.09,-7.06
G 165-13,-13.16,71.50,5.66
G 166-21,-16.41,71.31,19.91
G 167-35,-33.16,71.94,32.94
G 172-13,-46.47,-16.72,-26.97
G 173-53,-25.16,-8.03,-28.66
G 175-42,-14.66,2.50,-29.47
G 176-29,-13.38,74.56,-33.69
G 180-18,-28.97,40.69,19.03
G 180-47,-51.84,65.56,40.81
G 181-6,-20.31,20.31,14.06
G 188-9,-40.53,-13.66,7.59
G 190-28,-44.00,-15.66,-13.31
G 202-48,-15.53,14.38,1.88
G 203-47,-18.34,14.25,7.09
G 203-51,-15.88,12.03,5.34
G 205-38,-51.66,19.13,11.41
G 205-47,-63.97,21.97,15.59
G 214-14,-72.28,-16.00,-4.56
G 218-5,-64.97,-13.75,-39.56
G 224-46,-55.25,60.34,-12.72
G 230-27,-58.13,11.44,2.69
G 232-62,-67.97,-2.03,-14.03
G 239-25,-22.69,25.81,-6.69
G 240-11,-74.22,67.34,-2.38
G 250-34,-27.28,25.91,-44.50
G 262-26,-66.09,15.81,-11.63
G 266-46,-18.56,-161.66,19.84
G 267-2,-8.41,-161.13,31.97
G 267-24,7.91,-163.09,35.88
G 268-47,-3.78,-60.28,-1.22
G 275-50,-7.41,-150.41,49.94
G 30-26,-36.06,-48.22,-4.97
G 35-15,-28.31,-36.94,-35.06
G 41-14,7.94,7.72,-9.44
G 5-32,-7.09,-35.41,-47.34
G 59-7,8.91,78.63,-8.09
G 65-9,9.53,42.34,20.34
G 69-11,-45.34,-32.09,-26.50
G 83-13,1.22,-16.09,-38.03
G 85-12,-5.03,-8.53,-41.22
G 87-16,5.91,15.69,-57.50
G 89-32,10.28,4.59,-16.69
G 97-54,7.97,-7.03,-39.00
G 98-44,-2.34,8.72,-79.06
G 99-49,7.16,-3.09,-15.69
g Eridani,111.50,-163.19,-70.69
G Hydrae,140.72,54.50,-41.72
G Scorpii,13.44,-12.16,124.50
G146-60,-12.75,73.66,-44.22
Ga Gaun,-8.09,77.88,-55.97
Ga Gautas,49.38,-128.19,-55.53
Ga Gigah,-50.81,-67.25,-120.69
Ga Gu,32.03,-102.63,-76.34
Ga Ohkambo,79.47,-160.66,136.59
Ga Okya,93.66,-98.19,-90.56
Ga'anjob'al,78.50,24.59,-10.34
Ga'at,132.94,-70.03,11.06
Gaantenoi,88.19,30.31,103.03
Gaarnae,12.88,-177.09,92.66
Gaarnakuruk,89.41,-256.00,50.41
Gaarnuten,12.13,-101.84,139.53
Gabia,-21.31,-79.47,-144.13
Gabien Ku,-58.50,-70.06,-13.78
Gabietye,-29.84,-62.88,61.94
Gabihilota,-141.19,-16.88,12.41
Gabiko,-22.06,-152.44,26.47
Gabikula,-34.41,-82.69,-104.50
Gabin,62.09,34.81,-89.59
Gabjaujavas,-97.88,38.59,37.34
Gabjaujini,-94.94,57.91,117.66
Gabjaujis,144.63,-120.38,63.84
Gabraceni,52.53,-11.38,61.66
Gabrani,-112.19,9.44,52.78
